sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Agent 3;Utility 1;Utility 2;Utility 3;Disc. Util. 1;Disc. Util. 2;Disc. Util. 3;Profile 1;Profile 2;Profile 3
0,014;6;;180rounds;Yes;No;3;0,74580;1,00000;0,00000;0,16539;2,60295;BoulwareNegotiationParty@0;ConcederNegotiationParty@1;Group6@2;1.0;0.8571421;0.7458029212863962;1.0;0.8571421;0.7458029212863962;party1_utility.xml;party4_utility.xml;party5_utility.xml
0,021;18;;180rounds;Yes;No;3;0,68337;1,00000;0,00000;0,32500;2,39254;ConcederNegotiationParty@3;BoulwareNegotiationParty@4;Group6@5;0.7091666666666666;0.9999991;0.6833716369116611;0.7091666666666666;0.9999991;0.6833716369116611;party1_utility.xml;party4_utility.xml;party5_utility.xml
0,023;22;;180rounds;Yes;No;3;0,68337;1,00000;0,00000;0,32500;2,39254;Group6@6;BoulwareNegotiationParty@7;ConcederNegotiationParty@8;0.7091666666666666;0.9999991;0.6833716369116611;0.7091666666666666;0.9999991;0.6833716369116611;party1_utility.xml;party4_utility.xml;party5_utility.xml
0,013;14;;180rounds;Yes;No;3;0,74580;1,00000;0,00000;0,16539;2,60295;BoulwareNegotiationParty@9;Group6@10;ConcederNegotiationParty@11;1.0;0.8571421;0.7458029212863962;1.0;0.8571421;0.7458029212863962;party1_utility.xml;party4_utility.xml;party5_utility.xml
0,024;26;;180rounds;Yes;No;3;0,57143;1,00000;0,00000;0,44651;2,21393;ConcederNegotiationParty@12;Group6@13;BoulwareNegotiationParty@14;0.6425000000000001;0.5714281000000001;1.0;0.6425000000000001;0.5714281000000001;1.0;party1_utility.xml;party4_utility.xml;party5_utility.xml
0,050;42;;180rounds;Yes;No;3;0,53571;0,99969;0,01726;0,46522;2,19041;Group6@15;ConcederNegotiationParty@16;BoulwareNegotiationParty@17;0.6550000000000001;0.53571385;0.9996914054113979;0.6550000000000001;0.53571385;0.9996914054113979;party1_utility.xml;party4_utility.xml;party5_utility.xml
0,015;6;;180rounds;Yes;No;3;0,74580;1,00000;0,00000;0,16539;2,60295;BoulwareNegotiationParty@18;ConcederNegotiationParty@19;Group6@20;1.0;0.8571421;0.7458029212863962;1.0;0.8571421;0.7458029212863962;party1_utility.xml;party4_utility.xml;party5_utility.xml
0,025;18;;180rounds;Yes;No;3;0,68337;1,00000;0,00000;0,32500;2,39254;ConcederNegotiationParty@21;BoulwareNegotiationParty@22;Group6@23;0.7091666666666666;0.9999991;0.6833716369116611;0.7091666666666666;0.9999991;0.6833716369116611;party1_utility.xml;party4_utility.xml;party5_utility.xml
0,028;22;;180rounds;Yes;No;3;0,68337;1,00000;0,00000;0,32500;2,39254;Group6@24;BoulwareNegotiationParty@25;ConcederNegotiationParty@26;0.7091666666666666;0.9999991;0.6833716369116611;0.7091666666666666;0.9999991;0.6833716369116611;party1_utility.xml;party4_utility.xml;party5_utility.xml
0,012;14;;180rounds;Yes;No;3;0,74580;1,00000;0,00000;0,16539;2,60295;BoulwareNegotiationParty@27;Group6@28;ConcederNegotiationParty@29;1.0;0.8571421;0.7458029212863962;1.0;0.8571421;0.7458029212863962;party1_utility.xml;party4_utility.xml;party5_utility.xml
0,023;26;;180rounds;Yes;No;3;0,57143;1,00000;0,00000;0,44651;2,21393;ConcederNegotiationParty@30;Group6@31;BoulwareNegotiationParty@32;0.6425000000000001;0.5714281000000001;1.0;0.6425000000000001;0.5714281000000001;1.0;party1_utility.xml;party4_utility.xml;party5_utility.xml
0,036;42;;180rounds;Yes;No;3;0,53571;0,99969;0,01726;0,46522;2,19041;Group6@33;ConcederNegotiationParty@34;BoulwareNegotiationParty@35;0.6550000000000001;0.53571385;0.9996914054113979;0.6550000000000001;0.53571385;0.9996914054113979;party1_utility.xml;party4_utility.xml;party5_utility.xml
0,006;6;;180rounds;Yes;No;3;0,74580;1,00000;0,00000;0,16539;2,60295;BoulwareNegotiationParty@36;ConcederNegotiationParty@37;Group6@38;1.0;0.8571421;0.7458029212863962;1.0;0.8571421;0.7458029212863962;party1_utility.xml;party4_utility.xml;party5_utility.xml
0,020;18;;180rounds;Yes;No;3;0,68337;1,00000;0,00000;0,32500;2,39254;ConcederNegotiationParty@39;BoulwareNegotiationParty@40;Group6@41;0.7091666666666666;0.9999991;0.6833716369116611;0.7091666666666666;0.9999991;0.6833716369116611;party1_utility.xml;party4_utility.xml;party5_utility.xml
0,024;22;;180rounds;Yes;No;3;0,68337;1,00000;0,00000;0,32500;2,39254;Group6@42;BoulwareNegotiationParty@43;ConcederNegotiationParty@44;0.7091666666666666;0.9999991;0.6833716369116611;0.7091666666666666;0.9999991;0.6833716369116611;party1_utility.xml;party4_utility.xml;party5_utility.xml
0,015;14;;180rounds;Yes;No;3;0,74580;1,00000;0,00000;0,16539;2,60295;BoulwareNegotiationParty@45;Group6@46;ConcederNegotiationParty@47;1.0;0.8571421;0.7458029212863962;1.0;0.8571421;0.7458029212863962;party1_utility.xml;party4_utility.xml;party5_utility.xml
0,021;26;;180rounds;Yes;No;3;0,57143;1,00000;0,00000;0,44651;2,21393;ConcederNegotiationParty@48;Group6@49;BoulwareNegotiationParty@50;0.6425000000000001;0.5714281000000001;1.0;0.6425000000000001;0.5714281000000001;1.0;party1_utility.xml;party4_utility.xml;party5_utility.xml
0,038;42;;180rounds;Yes;No;3;0,53571;0,99969;0,01726;0,46522;2,19041;Group6@51;ConcederNegotiationParty@52;BoulwareNegotiationParty@53;0.6550000000000001;0.53571385;0.9996914054113979;0.6550000000000001;0.53571385;0.9996914054113979;party1_utility.xml;party4_utility.xml;party5_utility.xml
